Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Distance
22,4.6,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,16,2.979
39,4.7,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,37,10.594
30,4.5,Stormy,Jam ,Drinks ,scooter ,1,Metropolitian ,26,7.448
22,4.5,Cloudy,Low ,Meal ,scooter ,0,Urban ,10,3.06
38,4.6,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,29,4.589
36,4.8,Sunny,Low ,Drinks ,scooter ,0,Metropolitian ,10,3.121
23,4.8,Windy,Medium ,Buffet ,scooter ,1,Metropolitian ,29,17.097
37,4.6,Sandstorms,Jam ,Snack ,motorcycle ,1,Urban ,25,19.363
24,4.5,Cloudy,Low ,Buffet ,scooter ,0,Metropolitian ,13,1.561
35,4.9,Windy,High ,Drinks ,motorcycle ,1,Metropolitian ,40,1.553
21,4.8,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,30,12.435
37,4.8,Sunny,Low ,Meal ,scooter ,1,Metropolitian ,11,1.52
38,4.6,Sandstorms,Medium ,Meal ,motorcycle ,1,Metropolitian ,30,9.192
26,4.6,Cloudy,Medium ,Meal ,scooter ,1,Metropolitian ,15,9.193
37,4.7,Sunny,Jam ,Snack ,motorcycle ,1,Urban ,22,4.539
38,4.4,Sandstorms,Medium ,Meal ,motorcycle ,2,Metropolitian ,40,19.688
37,4.7,Sandstorms,Low ,Snack ,electric_scooter ,1,Metropolitian ,29,1.532
37,4.6,Windy,High ,Meal ,motorcycle ,3,Metropolitian ,49,1.49
20,5.0,Stormy,Jam ,Drinks ,scooter ,1,Metropolitian ,21,19.878
29,4.6,Sunny,Medium ,Buffet ,scooter ,0,Metropolitian ,13,9.178
32,4.7,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,30,9.326
25,4.8,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,23,6.209
33,4.0,Fog,Jam ,Drinks ,motorcycle ,1,Urban ,40,19.913
25,4.5,Stormy,Low ,Buffet ,motorcycle ,0,Metropolitian ,13,3.041
37,4.7,Sunny,High ,Snack ,scooter ,0,Urban ,22,3.027
28,4.8,Stormy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,19,10.906
27,5.0,Fog,Medium ,Drinks ,scooter ,2,Metropolitian ,36,10.587
21,4.5,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,46,13.789
24,4.3,Fog,Medium ,Drinks ,electric_scooter ,1,Urban ,32,10.724
23,4.8,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,34,12.294
23,4.9,Fog,Medium ,Meal ,motorcycle ,1,Urban ,35,13.682
24,4.5,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,24,13.406
30,4.5,Sunny,Medium ,Meal ,motorcycle ,0,Metropolitian ,16,12.353
38,4.6,Stormy,Medium ,Drinks ,scooter ,1,Metropolitian ,30,6.232
33,4.7,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,29,6.218
31,4.9,Cloudy,Medium ,Drinks ,electric_scooter ,0,Metropolitian ,19,9.314
26,4.7,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,17,3.105
29,4.9,Sandstorms,Low ,Snack ,electric_scooter ,1,Metropolitian ,19,12.42
23,4.5,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,18,7.761
21,5.0,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,32,13.971
36,4.2,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,32,6.122
35,4.6,Sandstorms,Low ,Snack ,scooter ,1,Metropolitian ,20,1.553
37,4.8,Stormy,Medium ,Snack ,motorcycle ,2,Metropolitian ,34,9.056
29,4.6,Stormy,Medium ,Snack ,motorcycle ,0,Metropolitian ,24,13.681
34,3.5,Fog,Low ,Snack ,scooter ,2,Metropolitian ,38,16.388
28,4.9,Stormy,High ,Buffet ,scooter ,1,Metropolitian ,13,1.558
24,4.8,Fog,Low ,Drinks ,scooter ,0,Urban ,16,1.552
26,5.0,Sunny,Jam ,Buffet ,scooter ,0,Urban ,13,12.464
24,4.8,Fog,Low ,Snack ,scooter ,1,Metropolitian ,15,7.461
39,4.7,Sunny,Low ,Drinks ,scooter ,1,Urban ,16,9.075
37,5.0,Sandstorms,Jam ,Buffet ,motorcycle ,1,Urban ,37,19.761
34,4.5,Sunny,Jam ,Snack ,electric_scooter ,1,Metropolitian ,18,9.221
31,4.3,Cloudy,Low ,Meal ,motorcycle ,2,Metropolitian ,41,19.659
30,4.9,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,28,10.427
36,4.7,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,30,10.641
21,4.8,Sandstorms,Medium ,Drinks ,motorcycle ,1,Urban ,25,6.232
24,4.9,Windy,Jam ,Drinks ,scooter ,0,Metropolitian ,26,7.448
39,4.7,Fog,Low ,Drinks ,scooter ,0,Metropolitian ,29,19.628
32,4.4,Sandstorms,Jam ,Meal ,motorcycle ,0,Metropolitian ,54,13.969
29,4.5,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,11,1.561
36,4.8,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,7.79
39,5.0,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,34,4.658
29,4.6,Stormy,Medium ,Snack ,motorcycle ,0,Metropolitian ,26,10.705
36,4.7,Fog,Jam ,Buffet ,scooter ,1,Metropolitian ,35,10.881
34,4.5,Cloudy,Medium ,Snack ,motorcycle ,1,Urban ,25,7.646
24,4.7,Fog,Medium ,Drinks ,motorcycle ,0,Urban ,11,7.763
26,4.5,Fog,Low ,Buffet ,motorcycle ,0,Metropolitian ,23,10.726
21,4.9,Sunny,Medium ,Buffet ,scooter ,1,Metropolitian ,18,4.664
27,4.9,Stormy,Low ,Snack ,motorcycle ,0,Urban ,12,3.116
37,4.9,Sandstorms,High ,Buffet ,electric_scooter ,0,Metropolitian ,27,1.51
26,4.8,Cloudy,Low ,Meal ,motorcycle ,0,Metropolitian ,25,16.903
39,4.1,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,38,12.42
29,4.6,Fog,High ,Buffet ,motorcycle ,1,Metropolitian ,28,6.211
37,4.7,Sunny,Medium ,Meal ,scooter ,1,Metropolitian ,19,19.688
31,4.1,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,34,9.088
39,4.4,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,45,12.42
37,4.3,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,32,9.075
23,4.7,Fog,Jam ,Meal ,motorcycle ,0,Metropolitian ,29,7.79
24,4.8,Fog,Jam ,Snack ,scooter ,2,Metropolitian ,37,14.023
28,4.9,Sunny,Low ,Meal ,scooter ,1,Urban ,20,1.514
23,4.1,Sandstorms,Jam ,Buffet ,motorcycle ,2,Metropolitian ,36,13.989
39,4.7,Stormy,Jam ,Meal ,motorcycle ,1,Urban ,35,4.664
39,4.5,Sunny,Jam ,Meal ,electric_scooter ,1,Metropolitian ,34,13.611
35,4.6,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,35,8.94
30,4.3,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,36,9.122
31,5.0,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,34,9.219
29,4.8,Windy,Low ,Snack ,scooter ,1,Metropolitian ,14,13.215
30,5.0,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,21,7.449
28,4.6,Sandstorms,Medium ,Drinks ,scooter ,1,Urban ,26,4.528
27,4.8,Sunny,Medium ,Meal ,scooter ,0,Metropolitian ,19,12.435
35,4.8,Sandstorms,Jam ,Drinks ,motorcycle ,1,Urban ,25,7.761
34,4.9,Cloudy,Jam ,Meal ,motorcycle ,2,Metropolitian ,44,12.254
24,4.5,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,12,4.657
30,4.9,Windy,Medium ,Drinks ,scooter ,0,Metropolitian ,28,9.327
25,4.8,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,17,3.019
38,5.0,Cloudy,Low ,Snack ,motorcycle ,2,Metropolitian ,39,20.254
21,4.6,Sunny,High ,Buffet ,scooter ,1,Metropolitian ,19,6.129
24,4.5,Sunny,Jam ,Meal ,motorcycle ,0,Metropolitian ,20,10.707
36,4.7,Cloudy,Low ,Buffet ,scooter ,0,Urban ,16,4.588
33,3.8,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,35,10.865
37,4.2,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,31,17.078
30,4.9,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,33,20.206
38,5.0,Stormy,Low ,Drinks ,motorcycle ,0,Metropolitian ,25,20.181
21,4.8,Stormy,Low ,Drinks ,motorcycle ,0,Metropolitian ,17,4.527
28,4.6,Fog,Jam ,Buffet ,electric_scooter ,1,Metropolitian ,32,12.161
20,4.2,Cloudy,Jam ,Buffet ,scooter ,1,Metropolitian ,31,20.178
22,4.0,Stormy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,32,10.906
30,4.2,Cloudy,Medium ,Meal ,motorcycle ,0,Urban ,39,13.683
29,4.5,Stormy,Low ,Snack ,motorcycle ,0,Urban ,15,3.116
30,4.8,Windy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,33,4.591
24,4.9,Sunny,Jam ,Drinks ,scooter ,0,Urban ,11,12.421
20,4.8,Fog,Low ,Meal ,motorcycle ,0,Metropolitian ,23,10.417
24,4.8,Fog,Low ,Drinks ,scooter ,1,Metropolitian ,24,16.723
21,4.7,Sandstorms,Jam ,Drinks ,scooter ,0,Metropolitian ,20,20.852
39,4.9,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,29,17.138
31,4.7,Sandstorms,Low ,Meal ,motorcycle ,1,Metropolitian ,27,9.075
39,4.8,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,35,8.938
29,4.5,Fog,Low ,Buffet ,scooter ,1,Metropolitian ,24,13.829
23,5.0,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,25,8.789
20,4.9,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,14,17.137
25,4.6,Stormy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,29,9.121
35,4.6,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,29,17.077
28,4.9,Cloudy,Low ,Drinks ,motorcycle ,0,Metropolitian ,12,2.938
39,4.5,Sunny,High ,Meal ,motorcycle ,1,Metropolitian ,24,1.49
23,4.6,Windy,Low ,Snack ,scooter ,0,Metropolitian ,14,19.917
37,4.8,Cloudy,Low ,Meal ,scooter ,0,Metropolitian ,28,12.234
34,5.0,Fog,Medium ,Drinks ,motorcycle ,1,Metropolitian ,15,9.193
27,4.4,Sunny,Jam ,Buffet ,motorcycle ,0,Urban ,54,7.601
27,4.5,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,18,7.448
26,4.6,Cloudy,Low ,Drinks ,motorcycle ,0,Metropolitian ,19,3.041
20,4.6,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,15,19.091
35,4.8,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,33,4.597
38,4.8,Windy,Low ,Meal ,scooter ,1,Metropolitian ,21,9.18
29,4.2,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,8.938
34,4.9,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,28,1.509
22,4.7,Windy,Low ,Buffet ,scooter ,0,Metropolitian ,14,16.721
39,4.7,Stormy,High ,Drinks ,scooter ,1,Metropolitian ,27,6.081
20,4.7,Sunny,Low ,Buffet ,electric_scooter ,1,Metropolitian ,24,4.544
37,4.6,Fog,Medium ,Drinks ,scooter ,0,Metropolitian ,44,20.176
39,4.8,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,29,7.772
26,4.8,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,16,12.1
35,4.7,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,44,12.435
35,4.7,Sandstorms,High ,Drinks ,scooter ,0,Urban ,25,6.209
25,4.5,Sandstorms,Medium ,Drinks ,electric_scooter ,1,Metropolitian ,22,9.327
35,4.6,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,16,13.971
24,4.9,Stormy,Low ,Snack ,scooter ,0,Metropolitian ,13,8.94
35,4.8,Sandstorms,Low ,Drinks ,scooter ,0,Metropolitian ,27,1.554
30,4.9,Sandstorms,Medium ,Meal ,scooter ,1,Urban ,25,12.42
22,4.6,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,34,16.903
26,4.6,Sandstorms,Medium ,Meal ,motorcycle ,0,Urban ,16,6.119
32,4.6,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,21,13.79
36,4.1,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,38,13.681
24,4.6,Sandstorms,Medium ,Snack ,scooter ,1,Metropolitian ,24,6.037
37,4.9,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,36,10.757
22,4.6,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,15,9.075
27,4.7,Cloudy,High ,Snack ,motorcycle ,1,Metropolitian ,25,6.218
20,4.8,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,25,10.724
21,4.9,Sunny,High ,Buffet ,motorcycle ,1,Urban ,18,1.558
38,5.0,Sunny,High ,Meal ,motorcycle ,1,Metropolitian ,20,1.509
33,4.6,Sunny,High ,Buffet ,motorcycle ,1,Metropolitian ,22,3.041
36,4.7,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,9.348
38,4.1,Fog,Jam ,Meal ,motorcycle ,0,Metropolitian ,40,13.896
27,4.6,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,12,4.528
37,4.6,Fog,Jam ,Buffet ,scooter ,1,Metropolitian ,37,12.464
23,4.7,Windy,Low ,Meal ,scooter ,1,Metropolitian ,13,11.917
26,4.9,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,20,13.611
21,5.0,Sunny,Medium ,Drinks ,motorcycle ,0,Urban ,17,10.684
26,4.9,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,20,7.448
29,4.9,Stormy,Low ,Snack ,scooter ,1,Metropolitian ,16,9.181
39,4.9,Cloudy,Medium ,Drinks ,electric_scooter ,2,Metropolitian ,41,13.622
35,4.9,Sunny,Low ,Snack ,scooter ,0,Urban ,16,3.041
28,3.4,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,33,13.972
33,4.6,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,27,7.803
37,4.3,Cloudy,Low ,Snack ,scooter ,1,Metropolitian ,34,12.42
30,4.3,Fog,Medium ,Meal ,scooter ,1,Metropolitian ,39,16.721
38,4.0,Sandstorms,Jam ,Meal ,motorcycle ,2,Metropolitian ,46,10.906
27,5.0,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,29,4.589
28,4.7,Fog,High ,Buffet ,motorcycle ,1,Metropolitian ,31,3.116
32,5.0,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,27,4.663
23,4.9,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,12,4.465
38,4.8,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,29,7.659
33,4.8,Sunny,Low ,Drinks ,scooter ,1,Urban ,10,1.513
37,4.7,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,26,6.242
38,3.2,Sunny,Low ,Drinks ,motorcycle ,0,Metropolitian ,32,12.257
37,4.6,Stormy,Jam ,Meal ,motorcycle ,3,Semi-Urban ,53,13.583
30,4.6,Cloudy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,28,9.348
36,5.0,Sunny,Low ,Drinks ,motorcycle ,0,Urban ,14,9.121
30,4.5,Sunny,Jam ,Meal ,motorcycle ,1,Urban ,18,19.627
30,4.2,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,41,17.138
39,4.2,Sandstorms,Jam ,Buffet ,motorcycle ,3,Urban ,50,12.418
36,5.0,Sandstorms,Low ,Meal ,scooter ,1,Urban ,22,4.61
34,4.9,Stormy,High ,Drinks ,scooter ,1,Urban ,27,1.515
35,4.5,Sunny,Medium ,Snack ,electric_scooter ,1,Urban ,26,10.602
39,4.9,Cloudy,Jam ,Meal ,motorcycle ,1,Urban ,27,9.193
35,4.6,Sunny,Low ,Meal ,scooter ,1,Urban ,21,10.809
32,4.4,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,33,12.235
26,5.0,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,27,14.022
39,4.6,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,17,3.06
23,4.9,Cloudy,Jam ,Drinks ,motorcycle ,1,Urban ,20,4.538
33,5.0,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,26,7.648
32,4.5,Sandstorms,High ,Snack ,scooter ,1,Metropolitian ,27,6.209
21,4.9,Sandstorms,Medium ,Meal ,scooter ,1,Urban ,26,9.081
29,4.7,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,38,11.915
39,4.6,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,28,16.904
34,5.0,Windy,High ,Meal ,motorcycle ,1,Metropolitian ,33,6.232
31,4.0,Fog,High ,Drinks ,motorcycle ,1,Metropolitian ,33,6.232
29,4.0,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,15,7.562
23,4.8,Stormy,Medium ,Meal ,scooter ,1,Metropolitian ,25,6.059
25,4.7,Sandstorms,Low ,Drinks ,scooter ,0,Urban ,10,9.315
35,4.8,Windy,Medium ,Meal ,motorcycle ,1,Urban ,29,13.681
30,4.9,Windy,High ,Buffet ,scooter ,1,Metropolitian ,30,6.05
38,4.8,Fog,Jam ,Drinks ,motorcycle ,1,Urban ,28,9.121
25,4.6,Fog,Low ,Snack ,motorcycle ,0,Metropolitian ,22,12.241
31,4.8,Stormy,Medium ,Snack ,scooter ,1,Metropolitian ,24,12.435
38,4.8,Sunny,Low ,Buffet ,scooter ,1,Metropolitian ,18,3.041
37,5.0,Sunny,Low ,Meal ,motorcycle ,1,Metropolitian ,24,1.554
20,4.5,Sandstorms,Low ,Snack ,scooter ,0,Metropolitian ,15,1.555
36,4.5,Stormy,Low ,Snack ,scooter ,0,Metropolitian ,21,3.06
32,4.5,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,27,4.538
26,4.8,Cloudy,Jam ,Drinks ,motorcycle ,0,Urban ,46,17.075
23,4.5,Fog,Low ,Drinks ,scooter ,0,Metropolitian ,22,12.074
25,4.7,Stormy,Jam ,Snack ,electric_scooter ,0,Metropolitian ,26,11.719
20,4.8,Cloudy,High ,Snack ,scooter ,1,Metropolitian ,22,2.98
26,4.7,Stormy,Low ,Snack ,scooter ,0,Metropolitian ,10,1.515
38,4.8,Windy,Medium ,Drinks ,scooter ,1,Metropolitian ,28,6.119
30,3.7,Fog,Low ,Snack ,scooter ,0,Metropolitian ,35,17.078
27,4.6,Sandstorms,Low ,Buffet ,scooter ,1,Urban ,12,10.684
26,4.9,Cloudy,Jam ,Buffet ,scooter ,1,Metropolitian ,38,12.294
31,5.0,Fog,Medium ,Drinks ,motorcycle ,0,Metropolitian ,43,19.916
34,4.8,Stormy,Jam ,Snack ,motorcycle ,1,Metropolitian ,50,12.161
33,4.8,Sandstorms,Jam ,Meal ,electric_scooter ,1,Metropolitian ,27,4.539
23,4.2,Cloudy,Jam ,Buffet ,scooter ,2,Metropolitian ,31,4.528
39,4.6,Stormy,High ,Buffet ,motorcycle ,2,Metropolitian ,45,6.05
31,4.6,Cloudy,Low ,Snack ,motorcycle ,1,Metropolitian ,40,20.853
33,5.0,Cloudy,Jam ,Buffet ,motorcycle ,2,Metropolitian ,45,13.83
29,4.9,Stormy,Low ,Buffet ,scooter ,0,Metropolitian ,10,9.178
24,4.8,Sandstorms,Medium ,Drinks ,electric_scooter ,0,Metropolitian ,23,6.081
37,4.7,Sunny,Low ,Meal ,motorcycle ,1,Metropolitian ,28,13.83
39,4.5,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,21,12.074
26,4.7,Stormy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,26,4.61
31,4.5,Cloudy,Low ,Drinks ,scooter ,1,Urban ,35,19.914
23,4.8,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,32,16.66
39,4.2,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,22,1.558
24,4.5,Cloudy,Medium ,Buffet ,scooter ,0,Metropolitian ,28,16.659
30,4.9,Windy,Low ,Buffet ,motorcycle ,1,Urban ,29,12.42
39,4.0,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,40,13.481
35,4.8,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,16,9.178
38,4.9,Sunny,Jam ,Drinks ,scooter ,0,Urban ,16,4.658
30,4.4,Cloudy,Jam ,Meal ,scooter ,2,Metropolitian ,49,12.464
22,4.6,Fog,Low ,Snack ,scooter ,1,Urban ,13,3.109
39,4.9,Fog,Jam ,Snack ,motorcycle ,0,Metropolitian ,42,10.757
37,4.5,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,28,4.395
39,4.1,Windy,High ,Meal ,motorcycle ,1,Metropolitian ,33,3.074
28,4.6,Fog,Low ,Drinks ,scooter ,1,Metropolitian ,19,1.52
32,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,30,9.348
26,4.7,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,20,4.632
32,4.8,Sandstorms,Low ,Drinks ,motorcycle ,0,Metropolitian ,24,12.073
39,4.1,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,28,7.547
24,4.4,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,34,12.162
21,5.0,Cloudy,Low ,Drinks ,scooter ,1,Metropolitian ,26,12.465
21,4.7,Fog,Medium ,Drinks ,motorcycle ,1,Metropolitian ,36,10.428
25,4.6,Windy,Medium ,Drinks ,scooter ,1,Metropolitian ,28,10.757
32,4.7,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,24,3.03
32,4.4,Cloudy,Low ,Buffet ,scooter ,1,Metropolitian ,33,11.917
29,4.6,Windy,Medium ,Snack ,motorcycle ,1,Metropolitian ,21,13.583
27,4.4,Stormy,Low ,Buffet ,motorcycle ,1,Urban ,24,1.558
22,4.3,Fog,Jam ,Meal ,motorcycle ,0,Metropolitian ,31,20.181
28,4.8,Windy,Low ,Drinks ,scooter ,0,Metropolitian ,18,1.558
34,4.3,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,48,19.619
29,4.6,Stormy,Medium ,Meal ,scooter ,1,Metropolitian ,20,7.564
20,4.7,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,27,7.601
23,4.1,Fog,Medium ,Meal ,scooter ,0,Metropolitian ,31,12.435
27,4.1,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,36,13.682
22,4.7,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,28,7.546
31,4.9,Windy,Jam ,Snack ,motorcycle ,1,Urban ,44,17.166
22,4.9,Stormy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,25,10.43
22,4.9,Sandstorms,Low ,Drinks ,motorcycle ,0,Urban ,16,10.711
29,4.6,Sandstorms,Low ,Snack ,electric_scooter ,1,Metropolitian ,19,12.237
20,4.9,Sandstorms,Jam ,Drinks ,motorcycle ,0,Metropolitian ,33,10.707
32,4.3,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,44,20.852
29,4.7,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,28,10.427
32,4.9,Sandstorms,Low ,Drinks ,motorcycle ,1,Urban ,25,13.582
26,4.8,Stormy,Low ,Buffet ,scooter ,1,Metropolitian ,17,16.635
37,4.5,Sunny,Jam ,Drinks ,scooter ,1,Urban ,30,13.406
30,4.6,Sunny,Medium ,Snack ,scooter ,1,Urban ,17,9.192
27,4.4,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,20,9.178
35,4.6,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,44,9.327
34,4.6,Sandstorms,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,3.109
21,4.8,Stormy,High ,Buffet ,scooter ,1,Urban ,16,1.509
29,4.7,Cloudy,Low ,Meal ,scooter ,0,Metropolitian ,18,4.664
26,4.5,Stormy,High ,Snack ,motorcycle ,1,Metropolitian ,12,3.116
24,5.0,Sunny,Medium ,Snack ,scooter ,0,Urban ,15,19.618
33,5.0,Windy,Medium ,Buffet ,motorcycle ,0,Urban ,33,6.051
25,4.5,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,17,7.601
39,4.7,Fog,Low ,Buffet ,scooter ,0,Urban ,27,13.83
37,4.6,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,19,7.684
29,4.6,Cloudy,Low ,Meal ,electric_scooter ,0,Metropolitian ,14,1.537
34,3.5,Windy,Medium ,Buffet ,scooter ,1,Metropolitian ,33,20.254
22,4.6,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,30,10.707
22,4.9,Cloudy,Low ,Snack ,scooter ,0,Metropolitian ,14,1.492
39,4.6,Fog,Jam ,Drinks ,motorcycle ,0,Metropolitian ,28,7.562
31,4.7,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,24,10.906
22,4.9,Sandstorms,High ,Buffet ,motorcycle ,1,Metropolitian ,18,6.209
20,4.6,Stormy,Medium ,Snack ,motorcycle ,0,Urban ,23,19.76
20,4.9,Sandstorms,Jam ,Meal ,scooter ,1,Urban ,20,19.042
30,4.7,Cloudy,High ,Drinks ,scooter ,2,Metropolitian ,38,1.469
31,4.5,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,27,12.42
34,4.1,Cloudy,Low ,Drinks ,motorcycle ,1,Urban ,35,10.867
36,4.7,Cloudy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,41,12.464
37,3.9,Cloudy,Low ,Meal ,motorcycle ,1,Urban ,35,16.609
22,4.5,Windy,Medium ,Snack ,scooter ,1,Metropolitian ,20,9.22
25,4.0,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,28,3.105
30,4.9,Windy,Jam ,Buffet ,scooter ,0,Metropolitian ,30,7.772
27,4.8,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,20,8.929
23,4.7,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,15,3.041
35,4.3,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,39,10.642
32,4.7,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,32,4.597
38,4.7,Sunny,High ,Snack ,scooter ,1,Metropolitian ,24,3.019
25,4.4,Sunny,High ,Meal ,motorcycle ,2,Metropolitian ,46,5.875
26,5.0,Stormy,Medium ,Drinks ,scooter ,1,Urban ,26,16.6
22,4.8,Sunny,Medium ,Meal ,motorcycle ,0,Metropolitian ,16,10.725
27,4.6,Cloudy,Low ,Meal ,scooter ,1,Urban ,10,1.465
28,4.5,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,26,7.649
34,4.9,Fog,Medium ,Buffet ,motorcycle ,1,Urban ,17,6.211
